id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,Revenue CAGR (%),Net Profit CAGR (%),EPS CAGR (%),Asset CAGR (%),Operating Cash Ratio,Investment Ratio,Financing Ratio,Free Cash Flow Indicator,Cash Quality Score,Cashflow Rank
1009,SUNPHARMA,Mar 2017,24.85,32.0,21.41,0.2683,26.78,0.5169,2896.0,4186.0,29.0,15.2667,12.0,9832,7082.0,13.39,10.19,10.42,12.98,0.9,-0.59,-0.32,2896.0,96.0,319
1016,SUNPHARMA,Mar 2024,19.82,28.0,15.09,0.0514,58.3319,0.5685,11372.0,763.0,40.0,26.5279,34.0,3274,12135.0,13.39,10.19,10.42,12.98,1.26,-0.06,-0.55,11372.0,110.4,280
1030,TATAMOTORS,Mar 2014,6.03,15.0,21.42,0.9244,7.306,1.066,8160.0,27991.0,48.0,10.187,5.0,60642,36151.0,7.31,10.71,9.05,7.27,2.57,-0.77,-0.11,8160.0,162.8,168
1062,TATASTEEL,Mar 2022,17.11,26.0,36.48,0.6603,11.862,0.8638,33476.0,10905.0,33.0,9.3729,16.0,75561,44381.0,4.21,,,5.55,1.06,-0.25,-0.53,33476.0,102.4,301
1065,TCS,Mar 2013,22.35,29.0,36.52,0.0086,400.375,1.2129,5577.0,6038.0,36.0,19.6663,31.0,332,11615.0,12.25,10.96,11.64,9.89,0.83,-0.52,-0.49,5577.0,93.2,326
1066,TCS,Mar 2014,23.63,31.0,39.3,0.006,686.9231,1.2242,5299.0,9452.0,49.0,25.0995,33.0,297,14751.0,12.25,10.96,11.64,9.89,0.76,-0.64,-0.38,5299.0,90.4,333
1067,TCS,Mar 2015,21.19,26.0,39.62,0.0071,271.1731,1.2909,17562.0,1807.0,51.0,25.8342,78.0,358,19369.0,12.25,10.96,11.64,9.89,0.97,-0.09,-0.89,17562.0,98.8,311
1068,TCS,Mar 2016,22.4,28.0,34.23999999999999,0.0034,1023.0606,1.2305,14099.0,5010.0,62.0,36.0772,35.0,245,19109.0,12.25,10.96,11.64,9.89,0.79,-0.26,-0.51,14099.0,91.6,330
1069,TCS,Mar 2017,22.34,27.0,30.57,0.0034,1141.625,1.1528,8328.0,16895.0,67.0,43.7635,35.0,289,25223.0,12.25,10.96,11.64,9.89,0.96,-0.67,-0.44,8328.0,98.4,312
1070,TCS,Mar 2018,21.02,26.0,30.4,0.0029,695.3462,1.171,28171.0,3104.0,67.0,44.5696,37.0,247,25067.0,12.25,10.96,11.64,9.89,0.97,0.12,-1.07,21963.0,98.8,311
1071,TCS,Mar 2019,21.55,27.0,35.29,0.0007,221.298,1.2859,30238.0,1645.0,84.0,23.8523,36.0,62,28593.0,12.25,10.96,11.64,9.89,0.91,0.06,-0.98,26948.0,96.4,318
1072,TCS,Mar 2020,20.67,27.0,38.57,0.0972,50.5422,1.3065,41337.0,8968.0,86.0,22.4336,85.0,8174,32369.0,12.25,10.96,11.64,9.89,1.0,0.28,-1.23,23401.0,100.0,307
1073,TCS,Mar 2021,19.83,28.0,37.66999999999999,0.0902,76.0785,1.263,30846.0,7956.0,88.0,23.3603,43.0,7795,38802.0,12.25,10.96,11.64,9.89,1.19,-0.21,-0.84,30846.0,107.6,287
1074,TCS,Mar 2022,20.05,28.0,43.13,0.0877,72.7997,1.3607,39211.0,738.0,105.0,24.3549,41.0,7818,39949.0,12.25,10.96,11.64,9.89,1.04,-0.02,-0.84,39211.0,101.6,303
1075,TCS,Mar 2023,18.76,26.0,46.78,0.085,80.4981,1.5782,42513.0,548.0,115.0,24.706,100.0,7688,41965.0,12.25,10.96,11.64,9.89,0.99,0.01,-1.14,41417.0,99.6,309
1076,TCS,Mar 2024,19.14,27.0,50.94,0.0886,87.0951,1.6559,50429.0,6091.0,127.0,24.997,58.0,8021,44338.0,12.25,10.96,11.64,9.89,0.96,0.14,-1.09,38247.0,98.4,312
1077,TECHM,Mar 2013,19.02,21.0,24.09,0.2543,12.4369,0.765,233.0,622.0,25.0,4.2391,5.0,1380,855.0,18.46,9.24,3.55,13.9,0.65,-0.73,0.08,233.0,86.0,342
1078,TECHM,Mar 2013,19.02,21.0,24.09,0.2543,12.4369,0.765,233.0,622.0,25.0,4.2391,5.0,1380,855.0,18.46,9.24,3.55,13.9,0.65,-0.73,0.08,233.0,86.0,342
1079,TECHM,Mar 2014,16.29,22.0,33.35,0.0395,55.2,1.1795,1887.0,291.0,32.0,3.9239,15.0,363,1596.0,18.46,9.24,3.55,13.9,0.52,0.18,-0.61,1305.0,80.8,352
1080,TECHM,Mar 2014,16.29,22.0,33.35,0.0395,55.2,1.1795,1887.0,291.0,32.0,3.9239,15.0,363,1596.0,18.46,9.24,3.55,13.9,0.52,0.18,-0.61,1305.0,80.8,352
1081,TECHM,Mar 2015,11.75,19.0,21.71,0.0572,62.3043,1.1397,583.0,1865.0,27.0,2.5517,22.0,700,2448.0,18.46,9.24,3.55,13.9,0.92,-0.76,-0.34,583.0,96.8,316
1082,TECHM,Mar 2015,11.75,19.0,21.71,0.0572,62.3043,1.1397,583.0,1865.0,27.0,2.5517,22.0,700,2448.0,18.46,9.24,3.55,13.9,0.92,-0.76,-0.34,583.0,96.8,316
1083,TECHM,Mar 2016,11.43,16.0,20.75,0.0748,48.5876,1.1762,1684.0,1453.0,31.0,3.3466,35.0,1091,3137.0,18.46,9.24,3.55,13.9,1.04,-0.46,-0.16,1684.0,101.6,303
1084,TECHM,Mar 2016,11.43,16.0,20.75,0.0748,48.5876,1.1762,1684.0,1453.0,31.0,3.3466,35.0,1091,3137.0,18.46,9.24,3.55,13.9,1.04,-0.46,-0.16,1684.0,101.6,303
1085,TECHM,Mar 2017,9.78,14.0,17.35,0.0831,38.4419,1.1184,1178.0,2893.0,29.0,3.7442,28.0,1366,4071.0,18.46,9.24,3.55,13.9,1.43,-0.71,-0.39,1178.0,117.2,263
1086,TECHM,Mar 2017,9.78,14.0,17.35,0.0831,38.4419,1.1184,1178.0,2893.0,29.0,3.7442,28.0,1366,4071.0,18.46,9.24,3.55,13.9,1.43,-0.71,-0.39,1178.0,117.2,263
1087,TECHM,Mar 2018,12.3,15.0,20.09,0.1272,37.821,1.0112,235.0,3319.0,39.0,4.2631,33.0,2397,3554.0,18.46,9.24,3.55,13.9,0.94,-0.93,-0.08,235.0,97.6,314
1088,TECHM,Mar 2018,12.3,15.0,20.09,0.1272,37.821,1.0112,235.0,3319.0,39.0,4.2631,33.0,2397,3554.0,18.46,9.24,3.55,13.9,0.94,-0.93,-0.08,235.0,97.6,314
1089,TECHM,Mar 2019,12.35,18.0,21.14,0.0984,51.1654,1.0387,2328.0,2104.0,44.0,4.5687,29.0,1996,4432.0,18.46,9.24,3.55,13.9,1.03,-0.47,-0.51,2328.0,101.2,304
1090,TECHM,Mar 2019,12.35,18.0,21.14,0.0984,51.1654,1.0387,2328.0,2104.0,44.0,4.5687,29.0,1996,4432.0,18.46,9.24,3.55,13.9,1.03,-0.47,-0.51,2328.0,101.2,304
1091,TECHM,Mar 2020,10.57,15.0,17.87,0.1682,34.8698,0.9879,5439.0,1081.0,42.0,5.003,32.0,3670,4358.0,18.46,9.24,3.55,13.9,1.12,0.25,-1.02,3277.0,104.8,294
1092,TECHM,Mar 2020,10.57,15.0,17.87,0.1682,34.8698,0.9879,5439.0,1081.0,42.0,5.003,32.0,3670,4358.0,18.46,9.24,3.55,13.9,1.12,0.25,-1.02,3277.0,104.8,294
1093,TECHM,Mar 2021,11.5,18.0,17.51,0.1167,43.5862,0.9559,2661.0,5433.0,46.0,5.6899,89.0,2901,8094.0,18.46,9.24,3.55,13.9,1.86,-0.67,-0.37,2661.0,134.4,223
1094,TECHM,Mar 2021,11.5,18.0,17.51,0.1167,43.5862,0.9559,2661.0,5433.0,46.0,5.6899,89.0,2901,8094.0,18.46,9.24,3.55,13.9,1.86,-0.67,-0.37,2661.0,134.4,223
1095,TECHM,Mar 2022,12.61,18.0,20.94,0.0974,56.0429,1.0052,5765.0,480.0,57.0,6.1244,47.0,2618,5285.0,18.46,9.24,3.55,13.9,0.94,0.09,-0.88,4805.0,97.6,314
1096,TECHM,Mar 2022,12.61,18.0,20.94,0.0974,56.0429,1.0052,5765.0,480.0,57.0,6.1244,47.0,2618,5285.0,18.46,9.24,3.55,13.9,0.94,0.09,-0.88,4805.0,97.6,314
1097,TECHM,Mar 2023,9.11,15.0,17.39,0.0981,26.773,1.1629,5346.0,226.0,50.0,6.3464,91.0,2740,5572.0,18.46,9.24,3.55,13.9,1.15,-0.04,-0.91,5346.0,106.0,291
1098,TECHM,Mar 2023,9.11,15.0,17.39,0.0981,26.773,1.1629,5346.0,226.0,50.0,6.3464,91.0,2740,5572.0,18.46,9.24,3.55,13.9,1.15,-0.04,-0.91,5346.0,106.0,291
1101,TITAN,Mar 2013,7.16,10.0,36.8,0.0,21.8235,1.7204,411.0,142.0,8.0,2.2135,26.0,0,553.0,15.05,13.3,13.61,17.03,0.76,-0.26,-0.43,411.0,90.4,333
1103,TITAN,Mar 2015,6.850000000000001,10.0,26.46,0.0324,15.0617,2.0302,385.0,118.0,9.0,3.4652,25.0,100,503.0,15.05,13.3,13.61,17.03,0.62,-0.23,-2.0,385.0,84.8,346
1104,TITAN,Mar 2016,5.99,8.0,19.25,0.0322,24.0,1.778,417.0,159.0,8.0,3.9404,29.0,113,576.0,15.05,13.3,13.61,17.03,0.85,-0.28,-0.88,417.0,94.0,324
1105,TITAN,Mar 2017,5.26,9.0,16.47,0.4446,29.5263,1.5772,759.0,953.0,8.0,4.7562,32.0,1882,1712.0,15.05,13.3,13.61,17.03,2.46,-0.56,-0.1,759.0,158.4,174
1106,TITAN,Mar 2018,6.84,10.0,21.65,0.3322,32.3396,1.6931,47.0,98.0,13.0,5.7191,29.0,1691,-51.0,15.05,13.3,13.61,17.03,-0.05,-1.92,4.94,-149.0,-2.0,475
1107,TITAN,Mar 2019,7.02,10.0,22.88,0.3942,40.9811,1.6891,446.0,797.0,16.0,6.8202,32.0,2393,1243.0,15.05,13.3,13.61,17.03,0.89,-0.64,-0.39,446.0,95.6,320
1110,TITAN,Mar 2022,7.630000000000001,12.0,23.63,0.782,16.1514,1.3592,441.0,1165.0,24.0,10.4528,31.0,7275,-724.0,15.05,13.3,13.61,17.03,-0.33,-1.61,0.56,-1889.0,-13.2,489
1114,TORNTPHARM,Mar 2014,15.92,23.0,34.89,0.5949,16.7627,0.8307,181.0,418.0,20.0,2.2388,25.0,1132,599.0,11.08,12.88,12.77,12.29,0.9,-0.7,0.14,181.0,96.0,319
1116,TORNTPHARM,Mar 2016,25.92,41.0,49.6,0.6732,15.0272,0.7525,1873.0,869.0,51.0,4.1106,34.0,2352,2742.0,11.08,12.88,12.77,12.29,1.58,-0.32,-0.52,1873.0,123.2,247
1117,TORNTPHARM,Mar 2017,16.06,24.0,21.47,0.5769,7.767,0.6058,211.0,798.0,28.0,5.1188,25.0,2510,1009.0,11.08,12.88,12.77,12.29,1.08,-0.79,-0.19,211.0,103.2,298
1121,TORNTPHARM,Mar 2021,15.64,31.0,21.45,0.8349,7.187,0.5687,1561.0,444.0,37.0,6.8682,47.0,4874,2005.0,11.08,12.88,12.77,12.29,1.6,-0.22,-0.82,1561.0,124.0,245
1123,TORNTPHARM,Mar 2023,12.94,30.0,20.09,0.8662,8.6697,0.6585,33.0,2335.0,37.0,3.6675,60.0,5369,2368.0,11.08,12.88,12.77,12.29,1.9,-0.99,0.03,33.0,136.0,221
1124,TORNTPHARM,Mar 2024,15.44,31.0,24.15,0.5866,9.9266,0.7396,3106.0,160.0,49.0,4.0568,57.0,4022,3266.0,11.08,12.88,12.77,12.29,1.97,-0.05,-0.85,3106.0,138.8,213
1136,TRENT,Mar 2024,11.94,16.0,36.31,0.4309,8.0435,1.7279,841.0,508.0,42.0,11.3,8.0,1753,1349.0,17.67,,,11.63,0.91,-0.38,-0.47,841.0,96.4,318
1138,TVSMOTOR,Mar 2014,2.23,6.0,16.11,0.627,6.7,2.3084,235.0,235.0,4.0,2.4188,37.0,728,470.0,15.63,21.72,21.65,24.06,2.51,-0.5,-0.46,235.0,160.39999999999998,171
1140,TVSMOTOR,Mar 2016,3.77,7.0,23.58,0.5998,13.0286,2.2108,331.0,605.0,9.0,3.7896,28.0,1091,936.0,15.63,21.72,21.65,24.06,2.18,-0.65,-0.34,331.0,147.2,196
1175,INDIGO,Mar 2015,9.36,1904.0,4939.39,0.1515,30.4709,228.2787,1444.0,940.0,42481.0,6.6,83.0,4,2384.0,19.3,18.57,-34.6,37.99,1.83,-0.39,-0.55,1444.0,133.2,226
1176,INDIGO,Mar 2016,12.3,3164.0,1534.78,0.0618,25.235,82.3469,1779.0,1337.0,55.0,32.35,27.0,8,3116.0,19.3,18.57,-34.6,37.99,1.57,-0.43,-0.39,1779.0,122.8,248
1177,INDIGO,Mar 2017,8.93,2219.0,1692.86,0.5306,20.7529,75.5285,749.0,3033.0,46.0,0.3379,74.0,52,3782.0,19.3,18.57,-34.6,37.99,2.28,-0.8,-0.37,749.0,151.2,190
1179,INDIGO,Mar 2019,0.5499999999999999,-151.0,120.93,0.6822,21.6204,76.3995,634.0,2526.0,4.0,0.4448,123.0,88,3160.0,19.3,18.57,-34.6,37.99,20.26,-0.8,-0.19,634.0,870.4000000000001,11
1184,INDIGO,Mar 2024,11.85,16331.0,892.57,0.0186,22.6126,56.3863,9424.0,11759.0,212.0,1.9062,0.0,17,21183.0,19.3,18.57,-34.6,37.99,2.59,-0.56,-0.47,9424.0,163.6,166
